总样本数,评分_均值,评分_中位数,评分_标准差,评价人数_均值,评价人数_中位数,评价人数_标准差,百度指数_有效样本数,百度指数_均值,百度指数_中位数
16750,6.27355223880597,6.5,1.505199134269107,52925.28979104478,4637.0,156443.8363463368,6950,8799.098828365879,2264.2857142857147
